id,tvshow_id,words
886bb995-d218-437a-9574-2ddb5543788d,92141032-de70-4eda-b45b-03d5fcb40294,(Use of tiny tweezers)
ecf258ca-2d25-4483-8624-76718250142a,92141032-de70-4eda-b45b-03d5fcb40294,Acidity
4f0bf81a-bc49-4ac3-9085-ffc6ecb25de3,92141032-de70-4eda-b45b-03d5fcb40294,Balanced
a2c4e799-6007-4868-b817-4ac93b89e8da,92141032-de70-4eda-b45b-03d5fcb40294,Behind!
031bcad8-95fc-411f-8522-12d3c5b874d0,92141032-de70-4eda-b45b-03d5fcb40294,Bon Appetite
8cbc4501-1c02-4bfb-a6bc-27d537f6d2c1,92141032-de70-4eda-b45b-03d5fcb40294,Caviar
c5061e83-bf48-412c-8384-2a4cf2964215,92141032-de70-4eda-b45b-03d5fcb40294,Course
85e89b04-e6e3-458d-95b7-dc6351fe9689,92141032-de70-4eda-b45b-03d5fcb40294,Crudo
13872a58-f1c8-4e21-ab02-85393bba3626,92141032-de70-4eda-b45b-03d5fcb40294,Crunch
79deaf94-70cc-44c4-8940-eb7e1fe1b1f6,92141032-de70-4eda-b45b-03d5fcb40294,Duck
de7968ad-59ca-4df8-a133-2445f0f15907,92141032-de70-4eda-b45b-03d5fcb40294,Elevate
06616006-6613-4461-acce-4de775f2022d,92141032-de70-4eda-b45b-03d5fcb40294,Elimination Challenge
38f0e125-fa03-49f5-a22c-d48e9c18f877,92141032-de70-4eda-b45b-03d5fcb40294,Execute / execution
5633ff26-22bb-4180-935c-58bfb7719915,92141032-de70-4eda-b45b-03d5fcb40294,Farm
3221aa23-01ef-48a7-9c07-079ce32c0a5b,92141032-de70-4eda-b45b-03d5fcb40294,Flavor Profile
abd3a4b8-9048-45e7-a5d1-f083b5e4051b,92141032-de70-4eda-b45b-03d5fcb40294,Foam
5f56bee4-b7bc-4261-841c-f61b289f9c6c,92141032-de70-4eda-b45b-03d5fcb40294,Guest Judge(s)
2406e0a8-422a-44f8-9c32-32e06cf00741,92141032-de70-4eda-b45b-03d5fcb40294,Hands Up
c2717c59-5caa-4c9c-a238-26ebdf1887ad,92141032-de70-4eda-b45b-03d5fcb40294,Immunity
19094530-07ef-41c9-bcf9-b39319721ead,92141032-de70-4eda-b45b-03d5fcb40294,Judge's Table
7707ad62-b9e8-47d1-97d9-9faccffd441c,92141032-de70-4eda-b45b-03d5fcb40294,Mies (en plas)
a4088ca3-dccb-4cf2-898e-a68165993a1f,92141032-de70-4eda-b45b-03d5fcb40294,Perfect
434a2b9d-5aff-4cf4-9a89-98661a0c1cf3,92141032-de70-4eda-b45b-03d5fcb40294,Pickled
ab281b53-d6f6-470f-87a8-6717b5b761be,92141032-de70-4eda-b45b-03d5fcb40294,Plate (as a verb)
0ecdc2dc-28dd-4a53-badb-8877fa38b6d8,92141032-de70-4eda-b45b-03d5fcb40294,Please pack your knives and go
28c663ac-ee52-4c00-ae84-8b6be3628ea9,92141032-de70-4eda-b45b-03d5fcb40294,Pop
b67d0cfe-ecaf-4511-8aec-79f979d53c91,92141032-de70-4eda-b45b-03d5fcb40294,Pressure cooker
f909224c-a578-47d1-8d7d-71109ba49895,92141032-de70-4eda-b45b-03d5fcb40294,Protien
42d9f4e0-7aa7-489e-8a0c-8069b9156b09,92141032-de70-4eda-b45b-03d5fcb40294,Pull/Draw knives
e2f16683-cbf3-44b9-80b0-c87752b44dab,92141032-de70-4eda-b45b-03d5fcb40294,Quickfire
b10324e4-47e3-4f52-8070-b38006440510,92141032-de70-4eda-b45b-03d5fcb40294,Ragu
39c834dc-b40c-46d6-90e8-2b31d2576ff7,92141032-de70-4eda-b45b-03d5fcb40294,Restaurant Wars
90505c44-0f55-4acf-987f-c50f065be7e3,92141032-de70-4eda-b45b-03d5fcb40294,Sophisticated
f47ac50a-5c4b-4dbd-aa97-dfc8769374b3,92141032-de70-4eda-b45b-03d5fcb40294,Sous Vide
3d6ca7b3-2d48-4226-8b10-ccd045ba4b5c,92141032-de70-4eda-b45b-03d5fcb40294,Sudden Death
caa7f7a3-20ba-46d1-9c2d-273a34d0ebae,92141032-de70-4eda-b45b-03d5fcb40294,Table
bd2353b1-9190-4665-aa2d-a840d09ea16b,92141032-de70-4eda-b45b-03d5fcb40294,Tare tare
e73dc80c-03d5-47bc-878d-45303577e33e,92141032-de70-4eda-b45b-03d5fcb40294,Texture
c97b987e-a401-4f8c-86db-03f469428b92,92141032-de70-4eda-b45b-03d5fcb40294,Today I've made for you
978a1b25-a197-499f-a26c-8ae93565f60d,92141032-de70-4eda-b45b-03d5fcb40294,Utensils Down
f9648a24-cd5a-4c68-915e-0f059f7c3350,92141032-de70-4eda-b45b-03d5fcb40294,Your time starts now
